Município,UF,chave,cd_mun,status
Bom Jardim de Minas,MG,BOM JARDIM DE MINAS/MG,3107505,OK
Botuporã,BA,BOTUPORA/BA,2904209,OK
Minas Novas,MG,MINAS NOVAS/MG,3141801,OK
Leandro Ferreira,MG,LEANDRO FERREIRA/MG,3138302,OK
Senador Elói de Souza,RN,SENADOR ELOI DE SOUZA/RN,2413102,OK
Salgado,SE,SALGADO/SE,2806206,OK
Campo Grande do Piauí,PI,CAMPO GRANDE DO PIAUI/PI,2202133,OK
Teixeira de Freitas,BA,TEIXEIRA DE FREITAS/BA,2931350,OK
Comendador Gomes,MG,COMENDADOR GOMES/MG,3116902,OK
Frei Gaspar,MG,FREI GASPAR/MG,3126802,OK
Buenos Aires,PE,BUENOS AIRES/PE,2602704,OK
São José do Campestre,RN,SAO JOSE DO CAMPESTRE/RN,2412302,OK
Cacequi,RS,CACEQUI/RS,4302907,OK
Parambu,CE,PARAMBU/CE,2310308,OK
Valença do Piauí,PI,VALENCA DO PIAUI/PI,2211308,OK
Ereré,CE,ERERE/CE,2304277,OK
Planalto,PR,PLANALTO/PR,4119806,OK
São Nicolau,RS,SAO NICOLAU/RS,4319208,OK
São João da Canabrava,PI,SAO JOAO DA CANABRAVA/PI,2209856,OK
Aiuaba,CE,AIUABA/CE,2300408,OK
Sorriso,MT,SORRISO/MT,5107925,OK
Aceguá,RS,ACEGUA/RS,4300034,OK
Poconé,MT,POCONE/MT,5106505,OK
Itaporã do Tocantins,TO,ITAPORA DO TOCANTINS/TO,1711100,OK
Madeiro,PI,MADEIRO/PI,2205854,OK
Cururupu,MA,CURURUPU/MA,2103703,OK
Juramento,MG,JURAMENTO/MG,3136801,OK
Berizal,MG,BERIZAL/MG,3106655,OK
Paial,SC,PAIAL/SC,4211876,OK
Ipiaú,BA,IPIAU/BA,2913903,OK
Propriá,SE,PROPRIA/SE,2805703,OK
Catuti,MG,CATUTI/MG,3115474,OK
Baía Formosa,RN,BAIA FORMOSA/RN,2401404,OK
Santa Terezinha de Goiás,GO,SANTA TEREZINHA DE GOIAS/GO,5219704,OK
São Jerônimo da Serra,PR,SAO JERONIMO DA SERRA/PR,4124707,OK
Rio Bonito,RJ,RIO BONITO/RJ,3304300,OK
Cruzeiro do Iguaçu,PR,CRUZEIRO DO IGUACU/PR,4106571,OK
Tianguá,CE,TIANGUA/CE,2313401,OK
Antônio Gonçalves,BA,ANTONIO GONCALVES/BA,2901809,OK
Itaguaí,RJ,ITAGUAI/RJ,3302007,OK
Cedral,MA,CEDRAL/MA,2103109,OK
Mata,RS,MATA/RS,4312104,OK
Araçuaí,MG,ARACUAI/MG,3103405,OK
Angra dos Reis,RJ,ANGRA DOS REIS/RJ,3300100,OK
Alto do Rodrigues,RN,ALTO DO RODRIGUES/RN,2400703,OK
Cachoeiras de Macacu,RJ,CACHOEIRAS DE MACACU/RJ,3300803,OK
Machadinho,RS,MACHADINHO/RS,4311700,OK
Moraújo,CE,MORAUJO/CE,2308807,OK
Jaru,RO,JARU/RO,1100114,OK
Passos Maia,SC,PASSOS MAIA/SC,4212270,OK
Urucará,AM,URUCARA/AM,1304302,OK
Vicência,PE,VICENCIA/PE,2616308,OK
Virgem da Lapa,MG,VIRGEM DA LAPA/MG,3171600,OK
Mesquita,RJ,MESQUITA/RJ,3302858,OK
Junqueiro,AL,JUNQUEIRO/AL,2704005,OK
Cabo de Santo Agostinho,PE,CABO DE SANTO AGOSTINHO/PE,2602902,OK
Jundiá,AL,JUNDIA/AL,2703908,OK
Doutor Ulysses,PR,DOUTOR ULYSSES/PR,4128633,OK
Hugo Napoleão,PI,HUGO NAPOLEAO/PI,2204600,OK
Floresta,PE,FLORESTA/PE,2605707,OK
Sertão,RS,SERTAO/RS,4320503,OK
Chaval,CE,CHAVAL/CE,2303907,OK
Novo Horizonte,BA,NOVO HORIZONTE/BA,2923035,OK
Novo Triunfo,BA,NOVO TRIUNFO/BA,2923050,OK
Ibiapina,CE,IBIAPINA/CE,2305308,OK
São João da Lagoa,MG,SAO JOAO DA LAGOA/MG,3162252,OK
Glória do Goitá,PE,GLORIA DO GOITA/PE,2606101,OK
Capim Grosso,BA,CAPIM GROSSO/BA,2906873,OK
Caetanópolis,MG,CAETANOPOLIS/MG,3109907,OK
Uruoca,CE,URUOCA/CE,2313906,OK
Porteirinha,MG,PORTEIRINHA/MG,3152204,OK
Ponto Chique,MG,PONTO CHIQUE/MG,3152131,OK
Brasília de Minas,MG,BRASILIA DE MINAS/MG,3108602,OK
Sidrolândia,MS,SIDROLANDIA/MS,5007901,OK
Congonhinhas,PR,CONGONHINHAS/PR,4106001,OK
Sooretama,ES,SOORETAMA/ES,3205010,OK
Caetés,PE,CAETES/PE,2603207,OK
São Luiz do Norte,GO,SAO LUIZ DO NORTE/GO,5220157,OK
Praia Norte,TO,PRAIA NORTE/TO,1718303,OK
Ouro Verde de Minas,MG,OURO VERDE DE MINAS/MG,3146206,OK
Guimarães,MA,GUIMARAES/MA,2104909,OK
Frutuoso Gomes,RN,FRUTUOSO GOMES/RN,2404002,OK
Vila Flor,RN,VILA FLOR/RN,2415008,OK
Alhandra,PB,ALHANDRA/PB,2500601,OK
Palmeira das Missões,RS,PALMEIRA DAS MISSOES/RS,4313706,OK
Marcelino Vieira,RN,MARCELINO VIEIRA/RN,2407302,OK
São Pedro do Sul,RS,SAO PEDRO DO SUL/RS,4319406,OK
Tracunhaém,PE,TRACUNHAEM/PE,2615508,OK
Feira da Mata,BA,FEIRA DA MATA/BA,2910776,OK
Luiziana,PR,LUIZIANA/PR,4113734,OK
Nova Olinda,CE,NOVA OLINDA/CE,2309201,OK
Butiá,RS,BUTIA/RS,4302709,OK
Boqueirão,PB,BOQUEIRAO/PB,2502508,OK
Salto da Divisa,MG,SALTO DA DIVISA/MG,3157104,OK
Casimiro de Abreu,RJ,CASIMIRO DE ABREU/RJ,3301306,OK
Itaberaba,BA,ITABERABA/BA,2914703,OK
Patis,MG,PATIS/MG,3147956,OK
Itaporanga,PB,ITAPORANGA/PB,2507002,OK
Itaperuçu,PR,ITAPERUCU/PR,4111258,OK
Francisco Sá,MG,FRANCISCO SA/MG,3126703,OK
Betânia,PE,BETANIA/PE,2601805,OK
Capela do Alto Alegre,BA,CAPELA DO ALTO ALEGRE/BA,2906857,OK
Catarina,CE,CATARINA/CE,2303600,OK
Santa Bárbara do Monte Verde,MG,SANTA BARBARA DO MONTE VERDE/MG,3157278,OK
Macaíba,RN,MACAIBA/RN,2407104,OK
Major Gercino,SC,MAJOR GERCINO/SC,4210209,OK
Água Doce,SC,AGUA DOCE/SC,4200408,OK
Tururu,CE,TURURU/CE,2313559,OK
Regeneração,PI,REGENERACAO/PI,2208809,OK
Pedra Bela,SP,PEDRA BELA/SP,3536802,OK
Salinas da Margarida,BA,SALINAS DA MARGARIDA/BA,2927309,OK
Amaporã,PR,AMAPORA/PR,4100905,OK
Urucuia,MG,URUCUIA/MG,3170529,OK
Centenário do Sul,PR,CENTENARIO DO SUL/PR,4105102,OK
Milagres,BA,MILAGRES/BA,2921302,OK
Ibimirim,PE,IBIMIRIM/PE,2606606,OK
Piatã,BA,PIATA/BA,2924306,OK
Flor da Serra do Sul,PR,FLOR DA SERRA DO SUL/PR,4107850,OK
Salesópolis,SP,SALESOPOLIS/SP,3545001,OK
Jitaúna,BA,JITAUNA/BA,2918308,OK
Redenção do Gurguéia,PI,REDENCAO DO GURGUEIA/PI,2208700,OK
Luzinópolis,TO,LUZINOPOLIS/TO,1712454,OK
Campestre,AL,CAMPESTRE/AL,2701357,OK
Pedralva,MG,PEDRALVA/MG,3149101,OK
Curiúva,PR,CURIUVA/PR,4107009,OK
Murici,AL,MURICI/AL,2705507,OK
Dom Joaquim,MG,DOM JOAQUIM/MG,3122603,OK
Heliópolis,BA,HELIOPOLIS/BA,2911857,OK
São João de Meriti,RJ,SAO JOAO DE MERITI/RJ,3305109,OK
Ramilândia,PR,RAMILANDIA/PR,4121257,OK
Jandaíra,BA,JANDAIRA/BA,2917904,OK
Buenópolis,MG,BUENOPOLIS/MG,3109204,OK
Queluz,SP,QUELUZ/SP,3541901,OK
Piracuruca,PI,PIRACURUCA/PI,2208304,OK
Terra Nova do Norte,MT,TERRA NOVA DO NORTE/MT,5108055,OK
Quilombo,SC,QUILOMBO/SC,4214201,OK
Tarrafas,CE,TARRAFAS/CE,2313252,OK
Dom Bosco,MG,DOM BOSCO/MG,3122470,OK
Pombos,PE,POMBOS/PE,2611309,OK
Bom Jesus do Sul,PR,BOM JESUS DO SUL/PR,4103156,OK
Pindaí,BA,PINDAI/BA,2924504,OK
Cubati,PB,CUBATI/PB,2505006,OK
Tuparetama,PE,TUPARETAMA/PE,2615904,OK
Tabocas do Brejo Velho,BA,TABOCAS DO BREJO VELHO/BA,2930907,OK
São Miguel do Fidalgo,PI,SAO MIGUEL DO FIDALGO/PI,2210391,OK
São Salvador do Tocantins,TO,SAO SALVADOR DO TOCANTINS/TO,1720259,OK
São José da Safira,MG,SAO JOSE DA SAFIRA/MG,3163003,OK
Baraúna,PB,BARAUNA/PB,2501534,OK
Tunas,RS,TUNAS/RS,4322152,OK
Assunção,PB,ASSUNCAO/PB,2501351,OK
Sampaio,TO,SAMPAIO/TO,1718808,OK
Pancas,ES,PANCAS/ES,3204005,OK
Quiterianópolis,CE,QUITERIANOPOLIS/CE,2311264,OK
Moreilândia,PE,MOREILANDIA/PE,2614303,OK
Ministro Andreazza,RO,MINISTRO ANDREAZZA/RO,1101203,OK
José Raydan,MG,JOSE RAYDAN/MG,3136553,OK
Balneário Pinhal,RS,BALNEARIO PINHAL/RS,4301636,OK
Glaucilândia,MG,GLAUCILANDIA/MG,3127354,OK
Japonvar,MG,JAPONVAR/MG,3135357,OK
Coqueiro Seco,AL,COQUEIRO SECO/AL,2702207,OK
Nova Roma,GO,NOVA ROMA/GO,5214903,OK
Mar Vermelho,AL,MAR VERMELHO/AL,2704906,OK
São José de Caiana,PB,SAO JOSE DE CAIANA/PB,2514305,OK
Iaras,SP,IARAS/SP,3519253,OK
Cachoeira do Sul,RS,CACHOEIRA DO SUL/RS,4303004,OK
São Luis do Piauí,PI,SAO LUIS DO PIAUI/PI,2210375,OK
Vale do Sol,RS,VALE DO SOL/RS,4322533,OK
Ipaporanga,CE,IPAPORANGA/CE,2305654,OK
Iguatemi,MS,IGUATEMI/MS,5004304,OK
Alto Garças,MT,ALTO GARCAS/MT,5100409,OK
Salgadinho,PE,SALGADINHO/PE,2612109,OK
Feira Nova,PE,FEIRA NOVA/PE,2605400,OK
Santo Antônio de Lisboa,PI,SANTO ANTONIO DE LISBOA/PI,2209401,OK
Parintins,AM,PARINTINS/AM,1303403,OK
Novo Horizonte do Norte,MT,NOVO HORIZONTE DO NORTE/MT,5106273,OK
Honório Serpa,PR,HONORIO SERPA/PR,4109658,OK
Buriti do Tocantins,TO,BURITI DO TOCANTINS/TO,1703800,OK
Cocalzinho de Goiás,GO,COCALZINHO DE GOIAS/GO,5205513,OK
Cariús,CE,CARIUS/CE,2303303,OK
Perolândia,GO,PEROLANDIA/GO,5216452,OK
Santana do Piauí,PI,SANTANA DO PIAUI/PI,2209351,OK
Rio do Fogo,RN,RIO DO FOGO/RN,2408953,OK
Bandeira,MG,BANDEIRA/MG,3105202,OK
Pinhal Grande,RS,PINHAL GRANDE/RS,4314472,OK
Novo São Joaquim,MT,NOVO SAO JOAQUIM/MT,5106281,OK
Sem-Peixe,MG,SEM PEIXE/MG,3165560,OK
Alcinópolis,MS,ALCINOPOLIS/MS,5000252,OK
Jaguaquara,BA,JAGUAQUARA/BA,2917607,OK
Itiquira,MT,ITIQUIRA/MT,5104609,OK
Itapetim,PE,ITAPETIM/PE,2607703,OK
Carvalhos,MG,CARVALHOS/MG,3114808,OK
Saboeiro,CE,SABOEIRO/CE,2311900,OK
Tupirama,TO,TUPIRAMA/TO,1721257,OK
Montes Claros de Goiás,GO,MONTES CLAROS DE GOIAS/GO,5213707,OK
Pinheiros,ES,PINHEIROS/ES,3204104,OK
Santa Teresinha,PB,SANTA TERESINHA/PB,2513802,OK
Ubaíra,BA,UBAIRA/BA,2932101,OK
Nova Hartz,RS,NOVA HARTZ/RS,4313060,OK
Gararu,SE,GARARU/SE,2802403,OK
Lastro,PB,LASTRO/PB,2508406,OK
Novo Tiradentes,RS,NOVO TIRADENTES/RS,4313441,OK
Francinópolis,PI,FRANCINOPOLIS/PI,2204006,OK
Jequiá da Praia,AL,JEQUIA DA PRAIA/AL,2703759,OK
Morrinhos,CE,MORRINHOS/CE,2308906,OK
Corguinho,MS,CORGUINHO/MS,5003108,OK
Aporé,GO,APORE/GO,5201504,OK
Tenório,PB,TENORIO/PB,2516755,OK
Brejo dos Santos,PB,BREJO DOS SANTOS/PB,2502904,OK
Francisco Dumont,MG,FRANCISCO DUMONT/MG,3126604,OK
Fernandes Tourinho,MG,FERNANDES TOURINHO/MG,3125804,OK
Sobrália,MG,SOBRALIA/MG,3167707,OK
Anastácio,MS,ANASTACIO/MS,5000708,OK
Lindoeste,PR,LINDOESTE/PR,4113452,OK
Estrela Velha,RS,ESTRELA VELHA/RS,4307815,OK
Wagner,BA,WAGNER/BA,2933406,OK
Buritis,MG,BURITIS/MG,3109303,OK
Terra de Areia,RS,TERRA DE AREIA/RS,4321436,OK
Lagoa,PB,LAGOA/PB,2508109,OK
Barroquinha,CE,BARROQUINHA/CE,2302057,OK
Almadina,BA,ALMADINA/BA,2900900,OK
Adrianópolis,PR,ADRIANOPOLIS/PR,4100202,OK
Jucás,CE,JUCAS/CE,2307403,OK
Carlos Chagas,MG,CARLOS CHAGAS/MG,3113701,OK
Serro,MG,SERRO/MG,3167103,OK
Ribeirão,PE,RIBEIRAO/PE,2611804,OK
Bela Vista da Caroba,PR,BELA VISTA DA CAROBA/PR,4102752,OK
Aliança,PE,ALIANCA/PE,2600708,OK
Córrego Novo,MG,CORREGO NOVO/MG,3120003,OK
General Câmara,RS,GENERAL CAMARA/RS,4308805,OK
Frei Miguelinho,PE,FREI MIGUELINHO/PE,2605806,OK
Arvorezinha,RS,ARVOREZINHA/RS,4301404,OK
Araripina,PE,ARARIPINA/PE,2601102,OK
Xique-Xique,BA,XIQUE XIQUE/BA,2933604,OK
Iretama,PR,IRETAMA/PR,4110805,OK
Lagoa Nova,RN,LAGOA NOVA/RN,2406502,OK
Boa Ventura de São Roque,PR,BOA VENTURA DE SAO ROQUE/PR,4103040,OK
Rio Novo do Sul,ES,RIO NOVO DO SUL/ES,3204401,OK
Agrestina,PE,AGRESTINA/PE,2600302,OK
Iaciara,GO,IACIARA/GO,5209903,OK
Tabocão,TO,TABOCAO/TO,1708254,OK
Serrinha,BA,SERRINHA/BA,2930501,OK
Manacapuru,AM,MANACAPURU/AM,1302504,OK
Berilo,MG,BERILO/MG,3106507,OK
Vila Nova do Sul,RS,VILA NOVA DO SUL/RS,4323457,OK
Santa Cruz do Arari,PA,SANTA CRUZ DO ARARI/PA,1506401,OK
Formosa do Oeste,PR,FORMOSA DO OESTE/PR,4108205,OK
Braga,RS,BRAGA/RS,4302600,OK
Salinópolis,PA,SALINOPOLIS/PA,1506203,OK
Passagem Franca,MA,PASSAGEM FRANCA/MA,2107902,OK
Pilar,AL,PILAR/AL,2706901,OK
Tuneiras do Oeste,PR,TUNEIRAS DO OESTE/PR,4127908,OK
Luzilândia,PI,LUZILANDIA/PI,2205805,OK
Edealina,GO,EDEALINA/GO,5207352,OK
Maçambará,RS,MACAMBARA/RS,4311718,OK
Granito,PE,GRANITO/PE,2606309,OK
São José de Princesa,PB,SAO JOSE DE PRINCESA/PB,2514552,OK
Maranguape,CE,MARANGUAPE/CE,2307700,OK
São Geraldo da Piedade,MG,SAO GERALDO DA PIEDADE/MG,3161601,OK
Inimutaba,MG,INIMUTABA/MG,3131109,OK
Tenente Laurentino Cruz,RN,TENENTE LAURENTINO CRUZ/RN,2414159,OK
Sério,RS,SERIO/RS,4320453,OK
Palhano,CE,PALHANO/CE,2310001,OK
São Sebastião do Uatumã,AM,SAO SEBASTIAO DO UATUMA/AM,1303957,OK
Amaralina,GO,AMARALINA/GO,5200829,OK
Carira,SE,CARIRA/SE,2801405,OK
Capitão Enéas,MG,CAPITAO ENEAS/MG,3112703,OK
Dilermando de Aguiar,RS,DILERMANDO DE AGUIAR/RS,4306379,OK
Palmas,PR,PALMAS/PR,4117602,OK
Paraipaba,CE,PARAIPABA/CE,2310258,OK
Barra Longa,MG,BARRA LONGA/MG,3105707,OK
Caxambu do Sul,SC,CAXAMBU DO SUL/SC,4204103,OK
União de Minas,MG,UNIAO DE MINAS/MG,3170438,OK
Soledade,RS,SOLEDADE/RS,4320800,OK
Estrela do Norte,GO,ESTRELA DO NORTE/GO,5207501,OK
Guapimirim,RJ,GUAPIMIRIM/RJ,3301850,OK
Varjão,GO,VARJAO/GO,5221908,OK
Curuçá,PA,CURUCA/PA,1502905,OK
Icó,CE,ICO/CE,2305407,OK
Davinópolis,MA,DAVINOPOLIS/MA,2103752,OK
Figueirão,MS,FIGUEIRAO/MS,5003900,OK
Faina,GO,FAINA/GO,5207535,OK
Bodoquena,MS,BODOQUENA/MS,5002159,OK
Livramento de Nossa Senhora,BA,LIVRAMENTO DE NOSSA SENHORA/BA,2919504,OK
Itambé,BA,ITAMBE/BA,2915809,OK
São Pedro do Suaçuí,MG,SAO PEDRO DO SUACUI/MG,3164100,OK
Cordisburgo,MG,CORDISBURGO/MG,3118908,OK
Cacaulândia,RO,CACAULANDIA/RO,1100601,OK
Veríssimo,MG,VERISSIMO/MG,3171105,OK
Aquidabã,SE,AQUIDABA/SE,2800209,OK
Rio do Pires,BA,RIO DO PIRES/BA,2926905,OK
São Raimundo do Doca Bezerra,MA,SAO RAIMUNDO DO DOCA BEZERRA/MA,2111631,OK
Eliseu Martins,PI,ELISEU MARTINS/PI,2203602,OK
Cipó,BA,CIPO/BA,2907905,OK
Tarumirim,MG,TARUMIRIM/MG,3168408,OK
Guarani de Goiás,GO,GUARANI DE GOIAS/GO,5209408,OK
Puxinanã,PB,PUXINANA/PB,2512408,OK
Lagoa Grande,PE,LAGOA GRANDE/PE,2608750,OK
Balneário Gaivota,SC,BALNEARIO GAIVOTA/SC,4202073,OK
Várzea do Poço,BA,VARZEA DO POCO/BA,2933109,OK
Potiraguá,BA,POTIRAGUA/BA,2925402,OK
Santana,AP,SANTANA/AP,1600600,OK
Mantenópolis,ES,MANTENOPOLIS/ES,3203304,OK
Itati,RS,ITATI/RS,4310652,OK
Maria da Fé,MG,MARIA DA FE/MG,3139904,OK
Rancho Alegre D'Oeste,PR,RANCHO ALEGRE D OESTE/PR,4121356,OK
Caseara,TO,CASEARA/TO,1703909,OK
Itaúna do Sul,PR,ITAUNA DO SUL/PR,4111308,OK
Barreira,CE,BARREIRA/CE,2301950,OK
Desterro,PB,DESTERRO/PB,2505402,OK
Pindoba,AL,PINDOBA/AL,2707008,OK
Aparecida,PB,APARECIDA/PB,2500775,OK
Porto Alegre do Piauí,PI,PORTO ALEGRE DO PIAUI/PI,2208551,OK
Caarapó,MS,CAARAPO/MS,5002407,OK
Gramado Xavier,RS,GRAMADO XAVIER/RS,4309159,OK
Olindina,BA,OLINDINA/BA,2923100,OK
Arenópolis,GO,ARENOPOLIS/GO,5202353,OK
Matinhos,PR,MATINHOS/PR,4115705,OK
Novo Acordo,TO,NOVO ACORDO/TO,1715101,OK
Rosário do Catete,SE,ROSARIO DO CATETE/SE,2806107,OK
Panelas,PE,PANELAS/PE,2610202,OK
Cruzeiro do Sul,RS,CRUZEIRO DO SUL/RS,4306205,OK
Nova Santa Rita,RS,NOVA SANTA RITA/RS,4313375,OK
Jaboticatubas,MG,JABOTICATUBAS/MG,3134608,OK
Itanhangá,MT,ITANHANGA/MT,5104542,OK
Boca da Mata,AL,BOCA DA MATA/AL,2701001,OK
Mauriti,CE,MAURITI/CE,2308104,OK
Carneiros,AL,CARNEIROS/AL,2701803,OK
Catende,PE,CATENDE/PE,2604205,OK
Delmiro Gouveia,AL,DELMIRO GOUVEIA/AL,2702405,OK
São Rafael,RN,SAO RAFAEL/RN,2412807,OK
Vidal Ramos,SC,VIDAL RAMOS/SC,4219200,OK
Arapiraca,AL,ARAPIRACA/AL,2700300,OK
Beneditinos,PI,BENEDITINOS/PI,2201606,OK
Coreaú,CE,COREAU/CE,2304004,OK
Teofilândia,BA,TEOFILANDIA/BA,2931509,OK
Pedras de Maria da Cruz,MG,PEDRAS DE MARIA DA CRUZ/MG,3149150,OK
Nova Ibiá,BA,NOVA IBIA/BA,2922755,OK
Ocara,CE,OCARA/CE,2309458,OK
Padre Carvalho,MG,PADRE CARVALHO/MG,3146255,OK
São Martinho da Serra,RS,SAO MARTINHO DA SERRA/RS,4319125,OK
Tramandaí,RS,TRAMANDAI/RS,4321600,OK
Caturité,PB,CATURITE/PB,2504355,OK
Santo Estêvão,BA,SANTO ESTEVAO/BA,2928802,OK
Prudentópolis,PR,PRUDENTOPOLIS/PR,4120606,OK
Piedade,SP,PIEDADE/SP,3537800,OK
Nova Olinda,PB,NOVA OLINDA/PB,2510204,OK
Candiba,BA,CANDIBA/BA,2906600,OK
Lagoa do Carro,PE,LAGOA DO CARRO/PE,2608453,OK
São Sebastião do Maranhão,MG,SAO SEBASTIAO DO MARANHAO/MG,3164506,OK
Presidente Médici,RO,PRESIDENTE MEDICI/RO,1100254,OK
Mangaratiba,RJ,MANGARATIBA/RJ,3302601,OK
Candói,PR,CANDOI/PR,4104428,OK
Apicum-Açu,MA,APICUM ACU/MA,2100832,OK
Elísio Medrado,BA,ELISIO MEDRADO/BA,2910305,OK
Belém do Piauí,PI,BELEM DO PIAUI/PI,2201572,OK
Ataléia,MG,ATALEIA/MG,3104700,OK
Sombrio,SC,SOMBRIO/SC,4217709,OK
Porto Murtinho,MS,PORTO MURTINHO/MS,5006903,OK
Novo Airão,AM,NOVO AIRAO/AM,1303205,OK
Itapetinga,BA,ITAPETINGA/BA,2916401,OK
Riachão do Dantas,SE,RIACHAO DO DANTAS/SE,2805802,OK
Ventania,PR,VENTANIA/PR,4128534,OK
Canguçu,RS,CANGUCU/RS,4304507,OK
Aracoiaba,CE,ARACOIABA/CE,2301208,OK
Ibiaí,MG,IBIAI/MG,3129608,OK
Paulo Frontin,PR,PAULO FRONTIN/PR,4118709,OK
Bernardo Sayão,TO,BERNARDO SAYAO/TO,1703206,OK
Itarantim,BA,ITARANTIM/BA,2916807,OK
Riachão do Jacuípe,BA,RIACHAO DO JACUIPE/BA,2926301,OK
Guadalupe,PI,GUADALUPE/PI,2204501,OK
Lagoa do Piauí,PI,LAGOA DO PIAUI/PI,2205581,OK
Miraguaí,RS,MIRAGUAI/RS,4312302,OK
Campo Redondo,RN,CAMPO REDONDO/RN,2402105,OK
Cáceres,MT,CACERES/MT,5102504,OK
Altamira do Maranhão,MA,ALTAMIRA DO MARANHAO/MA,2100402,OK
Riachão do Poço,PB,RIACHAO DO POCO/PB,2512762,OK
Madalena,CE,MADALENA/CE,2307635,OK
Ceará-Mirim,RN,CEARA MIRIM/RN,2402600,OK
Divinolândia de Minas,MG,DIVINOLANDIA DE MINAS/MG,3122207,OK
Bernardino Batista,PB,BERNARDINO BATISTA/PB,2502052,OK
Eunápolis,BA,EUNAPOLIS/BA,2910727,OK
São Francisco do Piauí,PI,SAO FRANCISCO DO PIAUI/PI,2209708,OK
Alto Rio Doce,MG,ALTO RIO DOCE/MG,3102100,OK
Riacho dos Cavalos,PB,RIACHO DOS CAVALOS/PB,2512804,OK
Angelim,PE,ANGELIM/PE,2601003,OK
Alvorada,RS,ALVORADA/RS,4300604,OK
Caxingó,PI,CAXINGO/PI,2202653,OK
Presidente Kennedy,TO,PRESIDENTE KENNEDY/TO,1718402,OK
Pilar,PB,PILAR/PB,2511509,OK
Jatobá,PE,JATOBA/PE,2608057,OK
Pedro de Toledo,SP,PEDRO DE TOLEDO/SP,3537206,OK
Aimorés,MG,AIMORES/MG,3101102,OK
Granja,CE,GRANJA/CE,2304707,OK
Tijucas do Sul,PR,TIJUCAS DO SUL/PR,4127601,OK
Guaraciaba,MG,GUARACIABA/MG,3128204,OK
Jucurutu,RN,JUCURUTU/RN,2406106,OK
Lagoa de Pedras,RN,LAGOA DE PEDRAS/RN,2406304,OK
Laranjeiras,SE,LARANJEIRAS/SE,2803609,OK
Santa Inês,MA,SANTA INES/MA,2109908,OK
Miravânia,MG,MIRAVANIA/MG,3142254,OK
Flores,PE,FLORES/PE,2605608,OK
Nova América,GO,NOVA AMERICA/GO,5214705,OK
Campo Grande,AL,CAMPO GRANDE/AL,2701506,OK
Serra Redonda,PB,SERRA REDONDA/PB,2515807,OK
Santa Terezinha do Progresso,SC,SANTA TEREZINHA DO PROGRESSO/SC,4215687,OK
Turvo,PR,TURVO/PR,4127965,OK
Cantagalo,PR,CANTAGALO/PR,4104451,OK
Planaltino,BA,PLANALTINO/BA,2924900,OK
Triunfo Potiguar,RN,TRIUNFO POTIGUAR/RN,2414456,OK
Glória D'Oeste,MT,GLORIA D OESTE/MT,5103957,OK
Aguiarnópolis,TO,AGUIARNOPOLIS/TO,1700301,OK
Ananás,TO,ANANAS/TO,1701002,OK
Cristalina,GO,CRISTALINA/GO,5206206,OK
Pilõezinhos,PB,PILOEZINHOS/PB,2511707,OK
Acaraú,CE,ACARAU/CE,2300200,OK
Brasilândia de Minas,MG,BRASILANDIA DE MINAS/MG,3108552,OK
Planaltina do Paraná,PR,PLANALTINA DO PARANA/PR,4119707,OK
Arapoema,TO,ARAPOEMA/TO,1702307,OK
Claro dos Poções,MG,CLARO DOS POCOES/MG,3116506,OK
Joaquim Nabuco,PE,JOAQUIM NABUCO/PE,2608206,OK
Nonoai,RS,NONOAI/RS,4312708,OK
Porto Velho,RO,PORTO VELHO/RO,1100205,OK
Barra de Santo Antônio,AL,BARRA DE SANTO ANTONIO/AL,2700508,OK
Curral de Cima,PB,CURRAL DE CIMA/PB,2505279,OK
Nova Santa Helena,MT,NOVA SANTA HELENA/MT,5106190,OK
Nova Itaberaba,SC,NOVA ITABERABA/SC,4211454,OK
Jacinto,MG,JACINTO/MG,3134707,OK
Massaranduba,PB,MASSARANDUBA/PB,2509206,OK
Dores de Guanhães,MG,DORES DE GUANHAES/MG,3123106,OK
Mangueirinha,PR,MANGUEIRINHA/PR,4114401,OK
Mato Castelhano,RS,MATO CASTELHANO/RS,4312138,OK
Santarém,PA,SANTAREM/PA,1506807,OK
Gameleiras,MG,GAMELEIRAS/MG,3127339,OK
Santa Maria de Jetibá,ES,SANTA MARIA DE JETIBA/ES,3204559,OK
Altinho,PE,ALTINHO/PE,2600807,OK
Serra do Ramalho,BA,SERRA DO RAMALHO/BA,2930154,OK
Macaúbas,BA,MACAUBAS/BA,2919801,OK
Major Vieira,SC,MAJOR VIEIRA/SC,4210308,OK
Candelária,RS,CANDELARIA/RS,4304200,OK
Jóia,RS,JOIA/RS,4311155,OK
Pouso Redondo,SC,POUSO REDONDO/SC,4213708,OK
Pedra Bonita,MG,PEDRA BONITA/MG,3148756,OK
Monteirópolis,AL,MONTEIROPOLIS/AL,2705408,OK
São José do Belmonte,PE,SAO JOSE DO BELMONTE/PE,2613503,OK
Campo Azul,MG,CAMPO AZUL/MG,3111150,OK
Santana,BA,SANTANA/BA,2928208,OK
Cabrobó,PE,CABROBO/PE,2603009,OK
Ribeirão do Pinhal,PR,RIBEIRAO DO PINHAL/PR,4121901,OK
Glorinha,RS,GLORINHA/RS,4309050,OK
Rio Bananal,ES,RIO BANANAL/ES,3204351,OK
Lagoa de Velhos,RN,LAGOA DE VELHOS/RN,2406403,OK
Colônia do Gurguéia,PI,COLONIA DO GURGUEIA/PI,2202752,OK
